Ticker,Estratégia,Capital_Inicial,Capital_Final,Retorno_Total,Acurácia_ML,Precisão_ML,Recall_ML,F1_Score_ML
PETR4.SA,Modelo de Predição,100000.0,111035.86513337793,11.035865133377907,62.15%,39.47%,17.24%,0.24
PETR4.SA,Buy and Hold,100000.0,117383.78592864318,17.38378592864318,62.15%,39.47%,17.24%,0.24
VALE3.SA,Modelo de Predição,100000.0,91038.55943692548,-8.961440563074518,66.14%,32.81%,33.33%,0.33
VALE3.SA,Buy and Hold,100000.0,77351.39470303607,-22.64860529696393,66.14%,32.81%,33.33%,0.33
BBDC4.SA,Modelo de Predição,100000.0,83820.00370739607,-16.179996292603928,43.03%,25.35%,49.32%,0.33
BBDC4.SA,Buy and Hold,100000.0,73345.80009197087,-26.65419990802913,43.03%,25.35%,49.32%,0.33
ITUB4.SA,Modelo de Predição,100000.0,100000.0,0.0,71.31%,33.33%,1.41%,0.03
ITUB4.SA,Buy and Hold,100000.0,98317.21066214197,-1.6827893378580372,71.31%,33.33%,1.41%,0.03
BBAS3.SA,Modelo de Predição,100046.27127248907,106775.56563257457,6.726182070051756,68.92%,33.33%,13.04%,0.19
BBAS3.SA,Buy and Hold,100000.0,95679.13605531956,-4.320863944680431,68.92%,33.33%,13.04%,0.19
B3SA3.SA,Modelo de Predição,100000.0,97215.23138140704,-2.784768618592948,63.35%,46.43%,45.35%,0.46
B3SA3.SA,Buy and Hold,100000.0,74775.60944246201,-25.22439055753799,63.35%,46.43%,45.35%,0.46
ABEV3.SA,Modelo de Predição,100000.0,97376.01632284916,-2.623983677150832,54.98%,34.95%,43.90%,0.39
ABEV3.SA,Buy and Hold,100000.0,90350.64598780114,-9.649354012198865,54.98%,34.95%,43.90%,0.39
VIVT3.SA,Modelo de Predição,100000.0,108379.8705758354,8.37987057583538,61.35%,42.42%,32.18%,0.37
VIVT3.SA,Buy and Hold,100000.0,94069.11177018368,-5.930888229816311,61.35%,42.42%,32.18%,0.37
